,run,train acc,test acc,n,m
125,126,1.0,0.9739884393063584,168,6
126,127,1.0,0.9710982658959537,111,6
127,128,1.0,0.9508670520231214,25,6
128,129,1.0,0.976878612716763,114,6
129,130,1.0,0.976878612716763,114,6
130,131,1.0,0.9739884393063584,149,6
131,132,0.0,0.0,30,16
132,133,0.0,0.0,114,14
133,134,0.0,0.0,86,8
134,135,0.9876989869753979,0.9595375722543352,2,6
135,136,0.0,0.0,114,13
136,137,1.0,0.9739884393063584,156,6
137,138,0.0,0.0,181,7
138,139,0.0,0.0,114,14
139,140,1.0,0.976878612716763,114,6
140,141,0.0,0.0,113,15
141,142,1.0,0.976878612716763,114,6
142,143,0.0,0.0,114,14
143,144,1.0,0.976878612716763,114,6
144,145,1.0,0.976878612716763,114,6
145,146,1.0,0.976878612716763,114,6
146,147,1.0,0.976878612716763,114,6
147,148,1.0,0.9653179190751445,118,3
148,149,1.0,0.9739884393063584,153,6
149,150,1.0,0.9739884393063584,121,6
150,151,1.0,0.9653179190751445,114,3
151,152,0.0,0.0,139,18
152,153,0.0,0.0,114,18
153,154,0.0,0.0,114,18
154,155,0.0,0.0,57,17
